source_id,platform,title,url,question_number,part,question_type,stem,option_a,option_b,scale_hint,raw_excerpt
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,11,Ne,likert_5,我会不停联想各种可能性，一件小事也能引发很多新点子。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 11, dimension: ""Ne"", text: ""我会不停联想各种可能性，一件小事也能引发很多新点子。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,12,Ne,likert_5,我喜欢和别人一起脑暴，不断尝试新方向和新方案。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 12, dimension: ""Ne"", text: ""我喜欢和别人一起脑暴，不断尝试新方向和新方案。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,13,Ne,likert_5,我更在意“还有哪些其他做法”，而不是只按现有步骤来。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 13, dimension: ""Ne"", text: ""我更在意“还有哪些其他做法”，而不是只按现有步骤来。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,14,Ne,likert_5,和人聊天时，我的大脑会像放烟花一样不断蹦出新想法。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 14, dimension: ""Ne"", text: ""和人聊天时，我的大脑会像放烟花一样不断蹦出新想法。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,15,Ne,likert_5,我经常因为一个小细节，就联想到一整套全新的可能剧情。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 15, dimension: ""Ne"", text: ""我经常因为一个小细节，就联想到一整套全新的可能剧情。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,16,Ni,likert_5,我常常凭一种模糊却坚定的“预感”来判断事情走向。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 16, dimension: ""Ni"", text: ""我常常凭一种模糊却坚定的“预感”来判断事情走向。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,17,Ni,likert_5,我更关注事情背后的隐含意义，而不仅仅是表面现象。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 17, dimension: ""Ni"", text: ""我更关注事情背后的隐含意义，而不仅仅是表面现象。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,18,Ni,likert_5,我喜欢从宏观和长远的角度，构建清晰的整体图景。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 18, dimension: ""Ni"", text: ""我喜欢从宏观和长远的角度，构建清晰的整体图景。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,19,Ni,likert_5,有时我会突然“看见”某件事未来的发展画面，好像提前看过结局。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 19, dimension: ""Ni"", text: ""有时我会突然“看见”某件事未来的发展画面，好像提前看过结局。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,20,Ni,likert_5,面对复杂局面时，我更像是在拼一幅意义的拼图，而不是只看眼前的碎片。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 20, dimension: ""Ni"", text: ""面对复杂局面时，我更像是在拼一幅意义的拼图，而不是只看眼前的碎片。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,21,Te,likert_5,做决定时，我更看重效率和客观结果，而不是个人感受。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 21, dimension: ""Te"", text: ""做决定时，我更看重效率和客观结果，而不是个人感受。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,22,Te,likert_5,我擅长制定清晰的目标、流程并推动他人按计划执行。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 22, dimension: ""Te"", text: ""我擅长制定清晰的目标、流程并推动他人按计划执行。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,23,Te,likert_5,面对分歧时，我倾向于用数据和逻辑来说明“最有效的方案”。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 23, dimension: ""Te"", text: ""面对分歧时，我倾向于用数据和逻辑来说明“最有效的方案”。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,24,Te,likert_5,在混乱的局面中，我会自然想把事情条理化，像整理一个凌乱的工作台。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 24, dimension: ""Te"", text: ""在混乱的局面中，我会自然想把事情条理化，像整理一个凌乱的工作台。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,25,Te,likert_5,当看到低效的流程时，我会忍不住想重构它，让一切像机器齿轮一样顺畅运转。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 25, dimension: ""Te"", text: ""当看到低效的流程时，我会忍不住想重构它，让一切像机器齿轮一样顺畅运转。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,26,Ti,likert_5,我喜欢拆解问题，弄清背后的原理和逻辑结构。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 26, dimension: ""Ti"", text: ""我喜欢拆解问题，弄清背后的原理和逻辑结构。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,27,Ti,likert_5,如果一个观点在逻辑上不严谨，我会感到很难受。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 27, dimension: ""Ti"", text: ""如果一个观点在逻辑上不严谨，我会感到很难受。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,28,Ti,likert_5,我经常在内心推演各种逻辑可能性，只为找到最合理的解释。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 28, dimension: ""Ti"", text: ""我经常在内心推演各种逻辑可能性，只为找到最合理的解释。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,29,Ti,likert_5,我习惯在心里为事物建模，好像在搭建一套看不见的逻辑积木。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 29, dimension: ""Ti"", text: ""我习惯在心里为事物建模，好像在搭建一套看不见的逻辑积木。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,30,Ti,likert_5,当我思考时，更像是在调试一段代码，不断找出漏洞并优化结构。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 30, dimension: ""Ti"", text: ""当我思考时，更像是在调试一段代码，不断找出漏洞并优化结构。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,31,Fe,likert_5,我很在意他人的情绪，并会主动调整自己以维护和谐气氛。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 31, dimension: ""Fe"", text: ""我很在意他人的情绪，并会主动调整自己以维护和谐气氛。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,32,Fe,likert_5,做决定时，我会优先考虑对身边人关系的影响。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 32, dimension: ""Fe"", text: ""做决定时，我会优先考虑对身边人关系的影响。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,33,Fe,likert_5,在群体中，我常自然承担起协调气氛、照顾大家感受的角色。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 33, dimension: ""Fe"", text: ""在群体中，我常自然承担起协调气氛、照顾大家感受的角色。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,34,Fe,likert_5,当房间里气氛微妙变化时，我往往第一时间就能察觉到那股“空气中的情绪”。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 34, dimension: ""Fe"", text: ""当房间里气氛微妙变化时，我往往第一时间就能察觉到那股“空气中的情绪”。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,35,Fe,likert_5,在很多场合，我会下意识地充当润滑剂，让每个人都感觉被看见、被接住。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 35, dimension: ""Fe"", text: ""在很多场合，我会下意识地充当润滑剂，让每个人都感觉被看见、被接住。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,36,Fi,likert_5,我非常重视自己内在的价值观，很难违背内心做事。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 36, dimension: ""Fi"", text: ""我非常重视自己内在的价值观，很难违背内心做事。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,37,Fi,likert_5,即使别人都觉得没问题，只要与我信念冲突，我也会坚持拒绝。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 37, dimension: ""Fi"", text: ""即使别人都觉得没问题，只要与我信念冲突，我也会坚持拒绝。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,38,Fi,likert_5,我常常独自消化情绪，更关注“对我来说是否真实而有意义”。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 38, dimension: ""Fi"", text: ""我常常独自消化情绪，更关注“对我来说是否真实而有意义”。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,39,Fi,likert_5,有些价值观对我来说像内心的“底线坐标”，触碰到时我会本能地退后。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 39, dimension: ""Fi"", text: ""有些价值观对我来说像内心的“底线坐标”，触碰到时我会本能地退后。"" }"
mymbti_jung8_40,mymbti,荣格八维 MBTI 深度测试 - 探索你的真实人格 (纯前端安全版),https://mymbti.xyz/,40,Fi,likert_5,做选择时，我常会问自己：这件事是否真的与我内心深处的自己对话。,,,1-5：完全不符合 / 较不符合 / 一般 / 较符合 / 完全符合,"{ id: 40, dimension: ""Fi"", text: ""做选择时，我常会问自己：这件事是否真的与我内心深处的自己对话。"" }"
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,1,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,"当你某天想去一个地方,你会________?",事先计划好到了那边该做的事,去了再说,,"1.当你某天想去一个地方,你会________? || A.事先计划好到了那边该做的事 || B.去了再说"
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,2,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你认为自己是一个________?,较为随兴所至的人,较为有条理的人,,2.你认为自己是一个________? || A.较为随兴所至的人 || B.较为有条理的人
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,3,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,假如你是一位老师，你会选教________?,以事实为主的课程,涉及理论的课程,,3.假如你是一位老师，你会选教________? || A.以事实为主的课程 || B.涉及理论的课程
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,4,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你通常________?,与人容易混熟,比较沉静或矜持,,4.你通常________? || A.与人容易混熟 || B.比较沉静或矜持
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,5,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你通常和________相处得更好?,有想象力的人,现实的人,,5.你通常和________相处得更好? || A.有想象力的人 || B.现实的人
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,6,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你更多时候是________?,让情感驾驭理智,让理智驾驭情感,,6.你更多时候是________? || A.让情感驾驭理智 || B.让理智驾驭情感
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,7,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,在处理许多事情上，你喜欢？,随兴所至行事,按照计划行事,,7.在处理许多事情上，你喜欢？ || A.随兴所至行事 || B. 按照计划行事
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,8,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你是一个？,容易让别人了解的人,难于让别人了解的人,,8.你是一个？ || A.容易让别人了解的人 || B.难于让别人了解的人
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,9,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,按照程序表做事？,合你心意,令你感到很束缚,,9.按照程序表做事？ || A.合你心意 || B.令你感到很束缚
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,10,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,当你有一份特别的任务，你会喜欢？,开始前小心组织计划,边做边找需要做什么,,10.当你有一份特别的任务，你会喜欢？ || A.开始前小心组织计划 || B.边做边找需要做什么
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,11,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,在大多数情况下，你会选择？,顺其自然,按程序做事,,11.在大多数情况下，你会选择？ || A.顺其自然 || B. 按程序做事
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,12,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,大多数人会说你是一个？,重视自我隐私的人,非常坦率开放的人,,12.大多数人会说你是一个？ || A.重视自我隐私的人 || B.非常坦率开放的人
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,13,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你宁愿被人认为是一个?,实事求是的人,机灵的人,,13.你宁愿被人认为是一个? || A.实事求是的人 || B.机灵的人
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,14,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,在一大群人当中，通常是?,你介绍大家认识,别人介绍你,,14.在一大群人当中，通常是? || A.你介绍大家认识 || B. 别人介绍你
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,15,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你会跟哪些人做朋友？,常提出新注意的,脚踏实地的,,15.你会跟哪些人做朋友？ || A. 常提出新注意的 || B.脚踏实地的
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,16,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,"更多的时候,你倾向于________?",重视感情多于逻辑,重视逻辑多于感情,,"16.更多的时候,你倾向于________? || A.重视感情多于逻辑 || B.重视逻辑多于感情"
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,17,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,"日常工作中,你更喜欢________?",坐观事情发展才作计划,很早就作计划,,"17.日常工作中,你更喜欢________? || A.坐观事情发展才作计划 || B. 很早就作计划"
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,18,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你喜欢花很多的时间?,一个人独处,合别人在一起,,18.你喜欢花很多的时间? || A.一个人独处 || B. 合别人在一起
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,19,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,与很多人一起会?,令你活力培增，,常常令你心力憔悴,,19.与很多人一起会? || A.令你活力培增， || B. 常常令你心力憔悴
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,20,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你比较喜欢?,很早便把约会、社交聚集等事情安排妥当,无拘无束，看当时有什么好玩就做什么,,20.你比较喜欢? || A.很早便把约会、社交聚集等事情安排妥当 || B. 无拘无束，看当时有什么好玩就做什么
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,21,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,计划一个旅程时，你较喜欢?,大部分的时间都是跟当天的感觉行事，,事先知道大部分的日子会做什么,,21计划一个旅程时，你较喜欢? || A.大部分的时间都是跟当天的感觉行事， || B. 事先知道大部分的日子会做什么
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,22,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,"在社交聚会中,你________?",有时感到郁闷,常常乐在其中,,"22.在社交聚会中,你________? || A.有时感到郁闷 || B. 常常乐在其中"
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,23,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你通常?,和别人容易混熟,趋向自处一隅,,23.你通常? || A.和别人容易混熟 || B.趋向自处一隅
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,24,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,哪些人会更吸引你？,一个思想敏捷及非常聪颖的人,实事求是，具丰富常识的人,,24.哪些人会更吸引你？ || A.一个思想敏捷及非常聪颖的人 || B.实事求是，具丰富常识的人
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,25,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,在日常工作中，你会?,颇为喜欢处理迫使你分秒必争的突发,通常预先计划，以免要在压力下工作,,25.在日常工作中，你会? || A.颇为喜欢处理迫使你分秒必争的突发 || B.通常预先计划，以免要在压力下工作
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,26,"现在开始本测验的第一部分。本部分共26题,每题会给出两个陈述。要求从两个陈述中选择最符合您自身情况的陈述。下面哪一个选择最接近地描述了自己的感受和行为？",forced_choice_ab,你认为别人一般?,要花很长时间才认识你,用很短的时间便认识你,,26.你认为别人一般? || A.要花很长时间才认识你 || B. 用很短的时间便认识你
wjx_mbti_93,wjx,ＭBTI性格测试（93题）,https://www.wjx.cn/vm/t9b4RQe.aspx,27,第二部分：请从以下32题中，选择最符合你真实性格特质的选项，基于你实际具备的特点，而非你希望拥有的品质进行作答。,forced_choice_ab,,注重隐私,坦率开放,,27 || A.注重隐私 || B.坦率开放
